CBSA,Core Based Statistical Area,Pollutant,Trend Statistic,Number of Trends Sites,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
39580,"Raleigh, NC",PM2.5,98th Percentile,1,35,31,32,33,30,33,32,33,24,20,21,24,21,22,22,22,16,16
